Date,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),THERMAL ZONE: CB1:Zone Mean Air Temperature [C](Hourly),THERMAL ZONE: CB2:Zone Mean Air Temperature [C](Hourly),THERMAL ZONE: LD:Zone Mean Air Temperature [C](Hourly),THERMAL ZONE: MB:Zone Mean Air Temperature [C](Hourly),THERMAL ZONE: LD IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),THERMAL ZONE: LD IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Cooling Energy [J](Hourly),THERMAL ZONE: MB IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),THERMAL ZONE: MB IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Cooling Energy [J](Hourly),THERMAL ZONE: CB1 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),THERMAL ZONE: CB1 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Cooling Energy [J](Hourly),THERMAL ZONE: CB2 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),THERMAL ZONE: CB2 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Cooling Energy [J](Hourly),Electricity:Facility [J](Hourly),InteriorLights:Electricity [J](Hourly)
 01/09  14:00:00,8.383333333,26.16484516,19.60957647,30.99989122,26.93201485,0,0,0,0,0,0,0,0,453240,104040
 01/09  15:00:00,8.241666667,26.62314401,20.26899575,30.21572783,27.45717682,0,0,0,0,0,0,0,0,349200,0
 01/09  16:00:00,7.908333333,26.38360303,20.59329085,28.76832013,27.21179604,0,0,0,0,0,0,0,0,349200,0
 01/09  17:00:00,7.35,25.7271823,20.58238597,27.51456248,26.50209391,0,0,0,0,0,0,0,0,453240,104040
 01/09  18:00:00,7.041666667,24.81693805,20.30868964,26.53758952,25.50451263,0,0,0,0,0,0,0,0,1086480,208080
 01/09  19:00:00,7.058333333,23.84089036,19.96924127,25.46484597,24.43850139,0,0,0,0,0,0,0,0,1118520,240120
 01/09  20:00:00,6.983333333,22.90640443,19.62133276,25.05794924,23.4566527,0,0,0,0,0,0,0,0,6580440,104040
 01/09  21:00:00,6.725,22.88150374,19.65678789,24.57628634,22.65361959,0,0,0,0,0,0,0,0,1190520,312120
 01/09  22:00:00,6.6,22.35333554,19.45442248,23.87588293,22.15640191,0,0,0,0,0,0,0,0,1294560,416160
 01/09  23:00:00,5.608333333,21.83517651,19.20595416,22.19388814,22.18554849,0,0,0,0,0,0,0,0,557280,208080
 01/09  24:00:00,4.666666667,20.97427461,18.50307854,20.75756525,21.7791944,0,0,0,0,0,0,0,0,687600,0
 01/10  01:00:00,4.15,20.36470908,18.05310494,19.97072771,21.23353891,0,0,0,0,0,0,0,0,349200,0
 01/10  02:00:00,3.725,19.7820132,17.60106468,19.24225848,20.64927364,0,0,0,0,0,0,0,0,349200,0
 01/10  03:00:00,3.541666667,19.22858124,17.15368811,18.5924866,20.07384811,0,0,0,0,0,0,0,0,349200,0
 01/10  04:00:00,3.441666667,18.6967098,16.70731992,17.99085176,19.51419062,0,0,0,0,0,0,0,0,349200,0
 01/10  05:00:00,3.166666667,18.17308178,16.24945768,17.41106823,18.9643001,0,0,0,0,0,0,0,0,349200,0
 01/10  06:00:00,2.766666667,17.65109502,15.77789722,16.83792341,18.42071785,0,0,0,0,0,0,0,0,349200,0
 01/10  07:00:00,3.066666667,17.16413236,15.34096543,18.0621016,16.83840617,768204.8508,0.452849015,0,0,0,0,0,0,453240,104040
 01/10  08:00:00,3.633333333,15.99884526,15.00811876,18.03009372,16.09666717,10744.11799,5.12E-10,0,0,0,0,0,0,1064520,186120
 01/10  09:00:00,4.733333333,16.15856711,15.34474594,18.10639704,16.23015292,63308.40528,3.91E-09,0,0,0,0,0,0,921240,104040
 01/10  10:00:00,6.333333333,16.97409178,16.00073381,18.85033108,16.96539309,0,0,0,0,0,0,0,0,349200,0
 01/10  11:00:00,8.05,17.94555952,16.68054596,20.04413729,17.98899258,0,0,0,0,0,0,0,0,349200,0
 01/10  12:00:00,8.8,18.77005165,17.27071651,20.92373134,18.93829851,0,0,0,0,0,0,0,0,349200,0
 01/10  13:00:00,8.1,19.32663022,17.72770016,21.55601667,19.62566828,0,0,0,0,0,0,0,0,453240,104040
 01/10  14:00:00,7.483333333,19.63814127,18.01427332,21.77394211,20.05699561,0,0,0,0,0,0,0,0,453240,104040
 01/10  15:00:00,7.225,19.57280818,17.96968147,21.300419,20.06268221,0,0,0,0,0,0,0,0,349200,0
 01/10  16:00:00,7.158333333,19.29029142,17.78296017,20.29570766,19.79061617,0,0,0,0,0,0,0,0,349200,0
 01/10  17:00:00,7.025,18.92805631,17.57026769,19.87722733,19.4127766,0,0,0,0,0,0,0,0,453240,104040
 01/10  18:00:00,6.783333333,18.34654372,17.125153,19.5671614,18.77105372,0,0,0,0,0,0,0,0,1086480,208080
 01/10  19:00:00,6.7,17.74808724,16.70904091,18.99055204,18.1045066,0,0,0,0,0,0,0,0,1118520,240120
 01/10  20:00:00,6.525,17.31930946,16.46664708,19.48884807,17.68734776,0,0,0,0,0,0,0,0,6580440,104040
 01/10  21:00:00,6.516666667,18.13091571,18.03425891,19.56904249,17.36011566,0,0,0,0,44711.52467,2.28E-09,428334.1063,1.01E-08,1190520,312120
 01/10  22:00:00,6.716666667,18.00000003,18,19.4107277,18.01886783,0,0,290178.5598,7.69E-09,22691.53418,0.700257796,346298.7508,1.01E-08,1294560,416160
 01/10  23:00:00,6.1,18,18,18.05745874,18.21362067,0,0,0,0,58313.69729,2.36E-09,341905.2187,1.11E-08,557280,208080
 01/10  24:00:00,5.716666667,17.47840469,16.38199032,17.02343978,18.1682599,0,0,0,0,0,0,0,0,687600,0
 01/11  01:00:00,5.975,17.21717209,15.87574494,16.60957648,18.00143052,0,0,0,0,0,0,0,0,349200,0
 01/11  02:00:00,6.158333333,16.97734032,15.5349605,16.26739855,17.78864912,0,0,0,0,0,0,0,0,349200,0
 01/11  03:00:00,6.025,16.68195022,15.16058206,15.85800008,17.49149426,0,0,0,0,0,0,0,0,349200,0
 01/11  04:00:00,5.841666667,16.40246034,14.83043016,15.45984482,17.19709532,0,0,0,0,0,0,0,0,349200,0
 01/11  05:00:00,5.8,16.20796977,14.61146849,15.28753606,16.99510502,0,0,0,0,0,0,0,0,349200,0
 01/11  06:00:00,5.975,15.99872932,14.37180701,15.05001162,16.77814347,0,0,0,0,0,0,0,0,349200,0
 01/11  07:00:00,5.808333333,15.77970278,14.13984638,18.13045024,15.51009611,1931653.169,3.04E-08,0,0,0,0,0,0,453240,104040
 01/11  08:00:00,5.716666667,14.75935736,13.94719679,18,14.99576301,566076.7742,1.98E-08,0,0,0,0,0,0,1064520,186120
 01/11  09:00:00,6.383333333,14.86270757,14.2504733,18,15.26729593,471765.8443,3.03E-08,0,0,0,0,0,0,921240,104040
 01/11  10:00:00,6.8,15.59572642,14.8623892,18.00011644,15.99961612,0,0,0,0,0,0,0,0,349200,0
 01/11  11:00:00,7.325,16.54019564,15.5156765,18.91450662,16.96859279,0,0,0,0,0,0,0,0,349200,0
 01/11  12:00:00,8.283333333,17.42463314,16.11845857,19.87583654,17.93696054,0,0,0,0,0,0,0,0,349200,0
 01/11  13:00:00,8.233333333,18.25250971,16.68388126,20.91966988,18.88996478,0,0,0,0,0,0,0,0,453240,104040
 01/11  14:00:00,8.133333333,19.02198973,17.21569251,21.77955055,19.81384379,0,0,0,0,0,0,0,0,453240,104040
 01/11  15:00:00,8.533333333,19.60991474,17.66324259,22.16379096,20.53467963,0,0,0,0,0,0,0,0,349200,0
 01/11  16:00:00,8.641666667,19.87454878,17.90688301,21.71889738,20.84527051,0,0,0,0,0,0,0,0,349200,0
 01/11  17:00:00,8.425,19.78104117,17.89366621,21.29886093,20.68793511,0,0,0,0,0,0,0,0,453240,104040
 01/11  18:00:00,8.241666667,19.33880932,17.58436619,20.9272673,20.12566665,0,0,0,0,0,0,0,0,1086480,208080
 01/11  19:00:00,8.025,18.78783834,17.25079347,20.24354605,19.44053726,0,0,0,0,0,0,0,0,1118520,240120
 01/11  20:00:00,7.9,18.35461315,17.0555332,20.6459164,18.97681403,0,0,0,0,0,0,0,0,6580440,104040
 01/11  21:00:00,7.491666667,18.93140143,18.02724199,20.64532466,18.57687348,0,0,0,0,0,0,221443.7064,6.54E-09,1190520,312120
 01/11  22:00:00,7.083333333,18.83768307,18,20.37158254,18.49274071,0,0,0,0,0,0,194791.4187,6.24E-09,1294560,416160
 01/11  23:00:00,6.708333333,18.66204186,18,18.94274212,19.01451422,0,0,0,0,0,0,212680.3173,8.81E-09,557280,208080
 01/11  24:00:00,6.441666667,18.21336276,16.81381172,17.89369621,19.00388071,0,0,0,0,0,0,0,0,687600,0
 01/12  01:00:00,6.341666667,17.8961171,16.29916579,17.35419006,18.7702341,0,0,0,0,0,0,0,0,349200,0
 01/12  02:00:00,6.125,17.58625638,15.94440011,16.90093554,18.46805115,0,0,0,0,0,0,0,0,349200,0
 01/12  03:00:00,5.825,17.26908711,15.60136468,16.48601011,18.13555967,0,0,0,0,0,0,0,0,349200,0
 01/12  04:00:00,5.7,16.95357472,15.27063199,16.10663981,17.79737418,0,0,0,0,0,0,0,0,349200,0
 01/12  05:00:00,5.7,16.63745871,14.94422545,15.7478821,17.45831894,0,0,0,0,0,0,0,0,349200,0
 01/12  06:00:00,5.583333333,16.32740586,14.62347617,15.40432059,17.12749936,0,0,0,0,0,0,0,0,349200,0
 01/12  07:00:00,5.558333333,16.01313353,14.3144462,18.11490348,15.68782899,1589006.335,0.635661049,0,0,0,0,0,0,453240,104040
 01/12  08:00:00,5.658333333,14.98513882,14.11350643,18,15.17767001,440235.7595,9.14E-09,0,0,0,0,0,0,1064520,186120
 01/12  09:00:00,6.166666667,15.539441,14.75223119,18.09226299,15.70366889,192334.8346,2.798550064,0,0,0,0,0,0,921240,104040
 01/12  10:00:00,7.2,17.50439143,16.09466457,19.87681217,17.34629318,0,0,0,0,0,0,0,0,349200,0
 01/12  11:00:00,8.108333333,20.14216825,17.42917665,23.35622661,19.87460641,0,0,0,0,0,0,0,0,349200,0
 01/12  12:00:00,8.225,22.51221642,18.48138041,26.38191416,22.48416599,0,0,0,0,0,0,0,0,349200,0
 01/12  13:00:00,7.925,24.55453358,19.45487781,28.90045381,24.89433234,0,0,0,0,0,0,0,0,453240,104040
 01/12  14:00:00,8.733333333,26.11679191,20.42327515,30.37405896,26.79084697,0,0,0,0,0,0,0,0,453240,104040
 01/12  15:00:00,9.108333333,27.02046355,21.19936977,30.71345235,27.98825322,0,0,0,0,0,0,0,0,349200,0
 01/12  16:00:00,9.016666667,27.25099393,21.67539415,30.08466771,28.37774816,0,0,0,0,0,0,0,0,349200,0
 01/12  17:00:00,8.866666667,26.87874873,21.81031923,29.02887827,27.95443377,0,0,0,0,0,0,0,0,453240,104040
 01/12  18:00:00,8.408333333,26.1465488,21.65603138,28.11971212,27.09922559,0,0,0,0,0,0,0,0,1086480,208080
 01/12  19:00:00,8.141666667,25.28223871,21.37806796,25.92097604,26.10310638,0,1366469.315,0,0,0,0,0,0,1118520,240120
 01/12  20:00:00,7.983333333,24.37312353,21.04200604,26,25.0710866,0,410684.0877,0,0,0,0,0,0,6580440,104040
 01/12  21:00:00,7.841666667,24.29433275,21.07425301,25.81476524,24.18833026,0,0,0,0,0,0,0,0,1190520,312120
 01/12  22:00:00,7.625,23.74025127,20.84380883,25.1815306,23.64981438,0,0,0,0,0,0,0,0,1294560,416160
 01/12  23:00:00,7.325,23.17497678,20.5721459,23.49840948,23.56310855,0,0,0,0,0,0,0,0,557280,208080
 01/12  24:00:00,7.141666667,22.30955321,19.882264,22.12900393,23.12730874,0,0,0,0,0,0,0,0,687600,0
 01/13  01:00:00,6.925,21.70675048,19.44582073,21.36673276,22.57512553,0,0,0,0,0,0,0,0,349200,0
 01/13  02:00:00,6.391666667,21.12569907,19.00453704,20.63570771,21.98450298,0,0,0,0,0,0,0,0,349200,0
 01/13  03:00:00,5.808333333,20.56828812,18.5580568,19.96674712,21.39919431,0,0,0,0,0,0,0,0,349200,0
 01/13  04:00:00,5.25,20.02262484,18.10080584,19.33526471,20.82139859,0,0,0,0,0,0,0,0,349200,0
 01/13  05:00:00,5.233333333,19.49882864,17.64776341,18.74583878,20.26559604,0,0,0,0,0,0,0,0,349200,0
 01/13  06:00:00,5.108333333,18.99700526,17.20000628,18.19993342,19.73636319,0,0,0,0,0,0,0,0,349200,0
 01/13  07:00:00,5.133333333,18.51006636,16.76424825,18.00131142,18.16017518,69883.19334,1.03E-09,0,0,0,0,0,0,453240,104040
 01/13  08:00:00,5.3,17.39925239,16.45330172,18.8595654,17.42215224,0,0,0,0,0,0,0,0,1064520,186120
 01/13  09:00:00,5.825,17.87752768,17.02232463,19.42499956,17.73242186,0,0,0,0,0,0,0,0,921240,104040
 01/13  10:00:00,6.958333333,19.89112376,18.35973147,21.75423401,19.35823308,0,0,0,0,0,0,0,0,349200,0
 01/13  11:00:00,8.55,22.74592684,19.70159443,25.73258608,22.09175824,0,0,0,0,0,0,0,0,349200,0
 01/13  12:00:00,9.533333333,25.62070636,20.67874146,29.97248448,25.33778511,0,0,0,0,0,0,0,0,349200,0
 01/13  13:00:00,10.16666667,28.3944025,21.55075516,34.04369738,28.70207012,0,0,0,0,0,0,0,0,453240,104040
 01/13  14:00:00,10.675,31.00173366,22.55677291,37.51141218,31.94640809,0,0,0,0,0,0,0,0,453240,104040
 01/13  15:00:00,11.03333333,33.3062986,23.64121944,40.70990278,35.17935762,0,0,0,0,0,0,0,0,349200,0
 01/13  16:00:00,11.14166667,34.87752426,24.63606376,42.65691833,37.64538144,0,0,0,0,0,0,0,0,349200,0
 01/13  17:00:00,10.34166667,35.36542327,25.38160189,42.30843996,38.49309579,0,0,0,0,0,0,0,0,453240,104040
 01/13  18:00:00,9.333333333,34.76125496,25.71090385,40.24278079,37.61365803,0,0,0,0,0,0,0,0,1086480,208080
 01/13  19:00:00,9.116666667,33.60707123,25.76354794,26.02597449,35.85666841,0,15150920.81,0,0,0,0,0,0,1118520,240120
 01/13  20:00:00,9.141666667,32.2176419,25.63837028,26,33.45890672,0,4651427.879,0,0,0,0,0,0,6580440,104040
 01/13  21:00:00,9.1,26.00112299,25.61043545,26,31.25245464,0,2983263.482,0,0,0,3277155.134,0,0,1190520,312120
 01/13  22:00:00,8.516666667,26,25.12913058,26,25.97047985,0,1893641.255,0,2906599.202,0,1330953.95,0,0,1294560,416160
 01/13  23:00:00,8.158333333,26,24.66344498,26.2803875,26,0,0,0,999410.443,0,595585.4193,0,0,557280,208080
 01/13  24:00:00,7.85,26.03747199,23.83080577,25.63438811,26.53342271,0,0,0,0,0,0,0,0,687600,0
 01/14  01:00:00,7.308333333,25.34156979,23.26492028,24.79735619,25.92006214,0,0,0,0,0,0,0,0,349200,0
 01/14  02:00:00,7.275,24.62516284,22.71998865,23.99990642,25.21663493,0,0,0,0,0,0,0,0,349200,0
 01/14  03:00:00,7.691666667,23.96084264,22.20252034,23.29996592,24.55997572,0,0,0,0,0,0,0,0,349200,0
 01/14  04:00:00,7.783333333,23.33562336,21.69138431,22.63768278,23.93188772,0,0,0,0,0,0,0,0,349200,0
 01/14  05:00:00,8.808333333,22.7871437,21.2241994,22.05415233,23.36868428,0,0,0,0,0,0,0,0,349200,0
 01/14  06:00:00,9.075,22.30238332,20.79862062,21.54579733,22.86999198,0,0,0,0,0,0,0,0,349200,0
 01/14  07:00:00,8.641666667,21.84877587,20.39422241,21.27015218,21.44770924,0,0,0,0,0,0,0,0,453240,104040
 01/14  08:00:00,8.658333333,20.75536637,20.02325891,21.99691332,20.75898718,0,0,0,0,0,0,0,0,1064520,186120
 01/14  09:00:00,9.05,20.26720084,19.85766384,21.74501165,20.45104884,0,0,0,0,0,0,0,0,921240,104040
 01/14  10:00:00,10.11666667,20.2542612,19.98410851,21.6122873,20.51097542,0,0,0,0,0,0,0,0,349200,0
 01/14  11:00:00,11.16666667,20.64399471,20.3289611,22.16568881,20.95910103,0,0,0,0,0,0,0,0,349200,0
 01/14  12:00:00,11.26666667,21.28020325,20.76280183,23.04115712,21.68393641,0,0,0,0,0,0,0,0,349200,0
 01/14  13:00:00,11.275,21.82602549,21.14217429,23.83671631,22.3126059,0,0,0,0,0,0,0,0,453240,104040
 01/14  14:00:00,11.51666667,22.21249916,21.40730684,24.21586793,22.76582855,0,0,0,0,0,0,0,0,453240,104040
 01/14  15:00:00,11.83333333,22.22859262,21.33542377,23.8258642,22.81303473,0,0,0,0,0,0,0,0,349200,0
 01/14  16:00:00,11.825,22.05131954,21.15091807,22.90827057,22.62243854,0,0,0,0,0,0,0,0,349200,0
 01/14  17:00:00,11.99166667,21.81909479,20.97302046,22.72296825,22.35359877,0,0,0,0,0,0,0,0,453240,104040
 01/14  18:00:00,12.025,21.40831278,20.62611347,22.63697034,21.87896223,0,0,0,0,0,0,0,0,1086480,208080
 01/14  19:00:00,11.78333333,20.93635357,20.26409814,22.24090023,21.34087391,0,0,0,0,0,0,0,0,1118520,240120
 01/14  20:00:00,11.46666667,20.51004935,19.95674374,22.51387466,20.90215983,0,0,0,0,0,0,0,0,6580440,104040
 01/14  21:00:00,11.00833333,21.09566391,20.05699787,22.54236661,20.58541446,0,0,0,0,0,0,0,0,1190520,312120
 01/14  22:00:00,10.39166667,20.97915116,19.88178901,22.30204076,20.55310361,0,0,0,0,0,0,0,0,1294560,416160
 01/14  23:00:00,9.575,20.78632724,19.67034165,20.94801208,21.02525059,0,0,0,0,0,0,0,0,557280,208080
 01/14  24:00:00,8.616666667,20.27325462,19.00238484,19.9194553,20.98208583,0,0,0,0,0,0,0,0,687600,0
 01/15  01:00:00,8.141666667,19.91666759,18.59535238,19.34665539,20.69599159,0,0,0,0,0,0,0,0,349200,0
 01/15  02:00:00,7.516666667,19.55123381,18.19193106,18.85567126,20.33861262,0,0,0,0,0,0,0,0,349200,0
 01/15  03:00:00,7.158333333,19.18710115,17.79406197,18.41107705,19.96031984,0,0,0,0,0,0,0,0,349200,0
 01/15  04:00:00,6.966666667,18.82086479,17.40140007,18.0000389,19.57512307,0,0,0,0,0,0,0,0,349200,0
 01/15  05:00:00,6.566666667,18.45363675,17.00803949,17.59817941,19.18829496,0,0,0,0,0,0,0,0,349200,0
 01/15  06:00:00,6.225,18.09545698,16.62524115,17.21094456,18.81257703,0,0,0,0,0,0,0,0,349200,0
 01/15  07:00:00,5.983333333,17.74059546,16.25962405,18.0476479,17.37619009,464898.0829,0.163512119,0,0,0,0,0,0,453240,104040
 01/15  08:00:00,5.783333333,16.62217054,15.93499756,18.37044617,16.69442107,0,0,0,0,0,0,0,0,1064520,186120
 01/15  09:00:00,6.575,16.37383385,15.95985492,18.16452969,16.60546273,0,0,0,0,0,0,0,0,921240,104040
 01/15  10:00:00,8.133333333,16.7393875,16.33334199,18.45397031,16.98559286,0,0,0,0,0,0,0,0,349200,0
 01/15  11:00:00,8.916666667,17.37144062,16.84182689,19.27230615,17.66942871,0,0,0,0,0,0,0,0,349200,0
 01/15  12:00:00,9.175,18.17266849,17.38366298,20.25253621,18.57060954,0,0,0,0,0,0,0,0,349200,0
 01/15  13:00:00,9.416666667,18.95054006,17.87482208,21.32426081,19.47573906,0,0,0,0,0,0,0,0,453240,104040
 01/15  14:00:00,9.675,19.51956679,18.2842448,21.88370234,20.1419223,0,0,0,0,0,0,0,0,453240,104040
 01/15  15:00:00,9.858333333,19.83276277,18.53042644,21.88167976,20.52098258,0,0,0,0,0,0,0,0,349200,0
 01/15  16:00:00,10.01666667,19.92104315,18.61996693,21.28796736,20.63308095,0,0,0,0,0,0,0,0,349200,0
 01/15  17:00:00,9.75,19.76331325,18.51001532,20.93704077,20.43359044,0,0,0,0,0,0,0,0,453240,104040
 01/15  18:00:00,9.325,19.39396081,18.22863183,20.80638968,19.99142528,0,0,0,0,0,0,0,0,1086480,208080
 01/15  19:00:00,8.675,18.90948287,17.88307492,20.34015252,19.4235913,0,0,0,0,0,0,0,0,1118520,240120
 01/15  20:00:00,8.066666667,18.43228123,17.55844935,20.62494107,18.92013811,0,0,0,0,0,0,0,0,6580440,104040
 01/15  21:00:00,7.491666667,19.00396669,18.0213133,20.63139036,18.5395985,0,0,0,0,0,0,99796.74857,2.87E-09,1190520,312120
 01/15  22:00:00,6.85,18.85205517,18,20.33899165,18.42828545,0,0,0,0,0,0,129207.4118,3.55E-09,1294560,416160
 01/15  23:00:00,6.483333333,18.62946832,18,18.90195509,18.9176665,0,0,0,0,0,0,175441.5066,6.32E-09,557280,208080
 01/15  24:00:00,5.991666667,18.12126675,16.85606216,17.83681568,18.86364525,0,0,0,0,0,0,0,0,687600,0
 01/16  01:00:00,5.35,17.71693847,16.26350916,17.2187587,18.55158873,0,0,0,0,0,0,0,0,349200,0
 01/16  02:00:00,5.158333333,17.34536546,15.83239823,16.71331781,18.19182471,0,0,0,0,0,0,0,0,349200,0
 01/16  03:00:00,5.258333333,16.98992521,15.4390546,16.27827794,17.82577814,0,0,0,0,0,0,0,0,349200,0
 01/16  04:00:00,5.066666667,16.63958501,15.05868621,15.86767411,17.45773907,0,0,0,0,0,0,0,0,349200,0
 01/16  05:00:00,5.075,16.30205636,14.69629273,15.48012659,17.10095735,0,0,0,0,0,0,0,0,349200,0
 01/16  06:00:00,5.083333333,15.984794,14.35699105,15.12855715,16.76665558,0,0,0,0,0,0,0,0,349200,0
 01/16  07:00:00,4.533333333,15.65770677,14.01979625,18.12111822,15.31414556,1821709.661,0.761751372,0,0,0,0,0,0,453240,104040
 01/16  08:00:00,4.433333333,14.50868705,13.70254592,18,14.75908284,690144.0929,2.54E-08,0,0,0,0,0,0,1064520,186120
 01/16  09:00:00,5.766666667,14.10162433,13.61393362,18,14.68323095,909959.4959,7.985647988,0,0,0,0,0,0,921240,104040
 01/16  10:00:00,6.833333333,14.15394274,13.78641867,17.02381592,14.89065433,0,0,0,0,0,0,0,0,349200,0
 01/16  11:00:00,7.233333333,14.44592864,14.08596642,16.92668369,15.23134936,0,0,0,0,0,0,0,0,349200,0
 01/16  12:00:00,7.516666667,14.81517421,14.41842398,17.21814197,15.61132259,0,0,0,0,0,0,0,0,349200,0
 01/16  13:00:00,8.708333333,15.23483886,14.78872128,18.1335767,16.05022092,125538.1397,6.20E-09,0,0,0,0,0,0,453240,104040
 01/16  14:00:00,9.558333333,15.6879572,15.17634258,18.29026088,16.54713732,0,0,0,0,0,0,0,0,453240,104040
 01/16  15:00:00,10.00833333,16.06557224,15.48438968,18.39080732,16.94405976,0,0,0,0,0,0,0,0,349200,0
 01/16  16:00:00,10.18333333,16.33624418,15.6980273,17.97945262,17.20949078,0,0,0,0,0,0,0,0,349200,0
 01/16  17:00:00,9.983333333,16.40595144,15.73039623,18.01911248,17.21553105,81080.15091,2.42E-09,0,0,0,0,0,0,453240,104040
 01/16  18:00:00,9.783333333,16.27665018,15.61006195,18.02380023,17.00429149,21673.95077,0,0,0,0,0,0,0,1086480,208080
 01/16  19:00:00,9.641666667,16.05413789,15.44728472,18,16.70154769,159541.1131,6.38E-09,0,0,0,0,0,0,1118520,240120
 01/16  20:00:00,9.95,15.84125931,15.32027205,18.40226239,16.46716289,0,0,0,0,0,0,0,0,6580440,104040
 01/16  21:00:00,10.025,18.09637778,18.05661731,18.62397879,16.38846788,0,0,0,0,499004.0665,3.911785148,747580.8892,1.43E-08,1190520,312120
 01/16  22:00:00,9.316666667,18,18,18.63169559,18.04105107,0,0,715383.3616,2.43E-08,286307.7628,1.45E-08,521102.2066,1.67E-08,1294560,416160
 01/16  23:00:00,8.608333333,18,18,17.49698945,18,0,0,53288.30586,2.48E-09,196183.0773,9.61E-09,434491.4845,1.62E-08,557280,208080
 01/16  24:00:00,8.458333333,17.38292187,16.40378068,16.68944495,17.97223609,0,0,0,0,0,0,0,0,687600,0
 01/17  01:00:00,8.266666667,17.12470424,15.77271173,16.35637183,17.88371611,0,0,0,0,0,0,0,0,349200,0
 01/17  02:00:00,8.1,16.92830683,15.45913274,16.09377927,17.73504403,0,0,0,0,0,0,0,0,349200,0
 01/17  03:00:00,8.216666667,16.63703092,15.06803066,15.71211322,17.4539872,0,0,0,0,0,0,0,0,349200,0
 01/17  04:00:00,8.008333333,16.34881081,14.72626809,15.31068266,17.15428783,0,0,0,0,0,0,0,0,349200,0
 01/17  05:00:00,7.45,16.18421528,14.55384054,15.24075571,16.98472811,0,0,0,0,0,0,0,0,349200,0
 01/17  06:00:00,7.258333333,16.01705152,14.35760188,15.06742532,16.81015742,0,0,0,0,0,0,0,0,349200,0
 01/17  07:00:00,7.475,15.84310953,14.17031877,18.13682217,15.60241746,1879755.245,5.13E-08,0,0,0,0,0,0,453240,104040
 01/17  08:00:00,7.775,14.92088748,14.06494452,18,15.15428667,457521.2569,1.14E-08,0,0,0,0,0,0,1064520,186120
 01/17  09:00:00,7.841666667,15.56049256,14.78850813,18.10551087,15.77443279,178021.4935,1.111401509,0,0,0,0,0,0,921240,104040
 01/17  10:00:00,8.5,17.7031439,16.26210622,20.05666045,17.55643157,0,0,0,0,0,0,0,0,349200,0
 01/17  11:00:00,9.991666667,20.67859391,17.76435861,23.96925084,20.3864904,0,0,0,0,0,0,0,0,349200,0
 01/17  12:00:00,11.225,23.66744315,18.96040014,28.11726185,23.66325908,0,0,0,0,0,0,0,0,349200,0
 01/17  13:00:00,11.36666667,26.27896776,20.14483274,31.29943145,26.65543424,0,0,0,0,0,0,0,0,453240,104040
 01/17  14:00:00,11.78333333,28.30755469,21.39540339,33.16321199,29.0359191,0,0,0,0,0,0,0,0,453240,104040
 01/17  15:00:00,11.90833333,29.3921258,22.39277895,33.45446609,30.41958404,0,0,0,0,0,0,0,0,349200,0
 01/17  16:00:00,11.58333333,29.99882498,23.07510736,33.86697323,31.49631075,0,0,0,0,0,0,0,0,349200,0
 01/17  17:00:00,11.38333333,30.17326029,23.44833042,34.31052098,32.12087974,0,0,0,0,0,0,0,0,453240,104040
 01/17  18:00:00,11.00833333,29.65855172,23.49724486,33.36004873,31.52941142,0,0,0,0,0,0,0,0,1086480,208080
 01/17  19:00:00,10.275,28.73883371,23.35204688,25.92503068,30.25910347,0,6856734.088,0,0,0,0,0,0,1118520,240120
 01/17  20:00:00,9.725,27.71866879,23.12053195,26,28.77482054,0,2239668.02,0,0,0,0,0,0,6580440,104040
 01/17  21:00:00,8.958333333,25.98952209,23.15678677,26,27.40333303,0,1256260.823,0,0,0,690478.2226,0,0,1190520,312120
 01/17  22:00:00,8.383333333,25.97863827,22.87741966,26,25.98133962,0,623282.1821,0,201354.3372,0,108698.0733,0,0,1294560,416160
 01/17  23:00:00,8.358333333,25.5182438,22.59796842,25.12442961,25.89288982,0,0,0,27493.48938,0,0,0,0,557280,208080
 01/17  24:00:00,8.808333333,24.54701673,21.90790396,24.12321902,25.30693566,0,0,0,0,0,0,0,0,687600,0
 01/18  01:00:00,9.391666667,23.86294712,21.48576785,23.37156432,24.65328647,0,0,0,0,0,0,0,0,349200,0
